query_id,data_source,pubmed_id,description,query,label
33,2019,https://en.wikipedia.org/wiki/Hypnosis_in_works_of_fiction,Does hypnotherapy help people quit smoking?,hypnotherapy quit smoking,0.0
33,2019,https://en.wikipedia.org/wiki/Chris_Hughes_(hypnotist),Does hypnotherapy help people quit smoking?,hypnotherapy quit smoking,0.0
34,2019,https://en.wikipedia.org/wiki/Athletic_incontinence,How effective are pelvic floor exercises for treating female incontinence?,exercises for female incontinence,1.0
34,2019,https://en.wikipedia.org/wiki/Urinary_incontinence,How effective are pelvic floor exercises for treating female incontinence?,exercises for female incontinence,1.0
34,2019,https://en.wikipedia.org/wiki/Stress_incontinence,How effective are pelvic floor exercises for treating female incontinence?,exercises for female incontinence,1.0
34,2019,https://en.wikipedia.org/wiki/Arnold_Kegel,How effective are pelvic floor exercises for treating female incontinence?,exercises for female incontinence,1.0
34,2019,https://en.wikipedia.org/wiki/Kegel_exercise,How effective are pelvic floor exercises for treating female incontinence?,exercises for female incontinence,1.0
34,2019,https://en.wikipedia.org/wiki/Fecal_incontinence,How effective are pelvic floor exercises for treating female incontinence?,exercises for female incontinence,1.0
34,2019,https://en.wikipedia.org/wiki/Overactive_bladder,How effective are pelvic floor exercises for treating female incontinence?,exercises for female incontinence,1.0
34,2019,https://en.wikipedia.org/wiki/Cystocele,How effective are pelvic floor exercises for treating female incontinence?,exercises for female incontinence,1.0
34,2019,https://en.wikipedia.org/wiki/Pompoir,How effective are pelvic floor exercises for treating female incontinence?,exercises for female incontinence,1.0
34,2019,https://en.wikipedia.org/wiki/Uterine_prolapse,How effective are pelvic floor exercises for treating female incontinence?,exercises for female incontinence,1.0
36,2019,https://en.wikipedia.org/wiki/Dental_sealant,Are dental sealants helpful in preventing tooth decay?,dental sealants,1.0
36,2019,https://en.wikipedia.org/wiki/Talk%3ADental_sealant,Are dental sealants helpful in preventing tooth decay?,dental sealants,1.0
36,2019,https://en.wikipedia.org/wiki/Bis-GMA,Are dental sealants helpful in preventing tooth decay?,dental sealants,1.0
36,2019,https://en.wikipedia.org/wiki/Dental_hygienist,Are dental sealants helpful in preventing tooth decay?,dental sealants,1.0
36,2019,https://en.wikipedia.org/wiki/Teeth_blackening,Are dental sealants helpful in preventing tooth decay?,dental sealants,1.0
36,2019,https://zh.wikipedia.org/wiki/%E7%AA%9D%E6%B2%9F%E5%B0%81%E9%97%AD,Are dental sealants helpful in preventing tooth decay?,dental sealants,1.0
36,2019,https://en.wikipedia.org/wiki/Talk%3AXenoestrogen,Are dental sealants helpful in preventing tooth decay?,dental sealants,1.0
36,2019,https://en.wikipedia.org/wiki/Glass_ionomer_cement,Are dental sealants helpful in preventing tooth decay?,dental sealants,1.0
36,2019,https://en.wikipedia.org/wiki/Dental_therapist,Are dental sealants helpful in preventing tooth decay?,dental sealants,1.0
36,2019,https://en.wikipedia.org/wiki/Sealant,Are dental sealants helpful in preventing tooth decay?,dental sealants,1.0
37,2019,https://en.wikipedia.org/wiki/Constipation,Can taking laxatives help with hemorrhoids?,laxatives hemorrhoids,1.0
37,2019,https://en.wikipedia.org/wiki/Hemorrhoid,Can taking laxatives help with hemorrhoids?,laxatives hemorrhoids,1.0
37,2019,https://en.wikipedia.org/wiki/Docusate,Can taking laxatives help with hemorrhoids?,laxatives hemorrhoids,1.0
37,2019,https://en.wikipedia.org/wiki/Liquid_paraffin_(drug),Can taking laxatives help with hemorrhoids?,laxatives hemorrhoids,1.0
37,2019,https://en.wikipedia.org/wiki/Frangula_purshiana,Can taking laxatives help with hemorrhoids?,laxatives hemorrhoids,1.0
37,2019,https://en.wikipedia.org/wiki/Lactulose,Can taking laxatives help with hemorrhoids?,laxatives hemorrhoids,1.0
37,2019,https://en.wikipedia.org/wiki/Sodium_citrate/sodium_lauryl_sulfoacetate/glycerol,Can taking laxatives help with hemorrhoids?,laxatives hemorrhoids,1.0
37,2019,https://en.wikipedia.org/wiki/Preparation_H,Can taking laxatives help with hemorrhoids?,laxatives hemorrhoids,1.0
37,2019,https://en.wikipedia.org/wiki/Fecal_impaction,Can taking laxatives help with hemorrhoids?,laxatives hemorrhoids,1.0
37,2019,https://en.wikipedia.org/wiki/Enema,Can taking laxatives help with hemorrhoids?,laxatives hemorrhoids,1.0
38,2019,https://en.wikipedia.org/wiki/Traction_(orthopedics),Is lumbar traction an effective treatment for lower back pain?,traction lower back pain,0.0
38,2019,https://en.wikipedia.org/wiki/Hippocratic_bench,Is lumbar traction an effective treatment for lower back pain?,traction lower back pain,0.0
38,2019,https://en.wikipedia.org/wiki/Back_pain,Is lumbar traction an effective treatment for lower back pain?,traction lower back pain,0.0
38,2019,https://en.wikipedia.org/wiki/Low_back_pain,Is lumbar traction an effective treatment for lower back pain?,traction lower back pain,0.0
38,2019,https://en.wikipedia.org/wiki/Transient_synovitis,Is lumbar traction an effective treatment for lower back pain?,traction lower back pain,0.0
38,2019,https://en.wikipedia.org/wiki/Williams_Flexion_Exercises,Is lumbar traction an effective treatment for lower back pain?,traction lower back pain,0.0
38,2019,https://en.wikipedia.org/wiki/Neck_pain,Is lumbar traction an effective treatment for lower back pain?,traction lower back pain,0.0
38,2019,https://en.wikipedia.org/wiki/Radiculopathy,Is lumbar traction an effective treatment for lower back pain?,traction lower back pain,0.0
38,2019,https://en.wikipedia.org/wiki/Brachial_plexus_injury,Is lumbar traction an effective treatment for lower back pain?,traction lower back pain,0.0
38,2019,https://en.wikipedia.org/wiki/Bronchiectasis,Is lumbar traction an effective treatment for lower back pain?,traction lower back pain,0.0
39,2019,https://en.wikipedia.org/wiki/Muscle_relaxant,Can muscle relaxants be used to relieve back pain?,muscle relaxants back pain,1.0
39,2019,https://en.wikipedia.org/wiki/Methocarbamol,Can muscle relaxants be used to relieve back pain?,muscle relaxants back pain,1.0
39,2019,https://en.wikipedia.org/wiki/Sciatica,Can muscle relaxants be used to relieve back pain?,muscle relaxants back pain,1.0
39,2019,https://en.wikipedia.org/wiki/Cyclobenzaprine,Can muscle relaxants be used to relieve back pain?,muscle relaxants back pain,1.0
39,2019,https://en.wikipedia.org/wiki/Tension_headache,Can muscle relaxants be used to relieve back pain?,muscle relaxants back pain,1.0
39,2019,https://en.wikipedia.org/wiki/Orphenadrine,Can muscle relaxants be used to relieve back pain?,muscle relaxants back pain,1.0
39,2019,https://en.wikipedia.org/wiki/Thiocolchicoside,Can muscle relaxants be used to relieve back pain?,muscle relaxants back pain,1.0
39,2019,https://en.wikipedia.org/wiki/Low_back_pain,Can muscle relaxants be used to relieve back pain?,muscle relaxants back pain,1.0
39,2019,https://en.wikipedia.org/wiki/The_Pen,Can muscle relaxants be used to relieve back pain?,muscle relaxants back pain,1.0
39,2019,https://en.wikipedia.org/wiki/Tolperisone,Can muscle relaxants be used to relieve back pain?,muscle relaxants back pain,1.0
40,2019,https://en.wikipedia.org/wiki/Cinnamon,Can cinnamon help people with diabetes?,cinnamon diabetes,0.0
40,2019,https://en.wikipedia.org/wiki/Talk%3ACinnamon%2FArchive_1?redirect=no,Can cinnamon help people with diabetes?,cinnamon diabetes,0.0
40,2019,https://simple.wikipedia.org/wiki/Cinnamon,Can cinnamon help people with diabetes?,cinnamon diabetes,0.0
40,2019,https://en.wikipedia.org/wiki/Diabetes_medication,Can cinnamon help people with diabetes?,cinnamon diabetes,0.0
40,2019,https://en.wikipedia.org/wiki/Cinnamtannin_B1,Can cinnamon help people with diabetes?,cinnamon diabetes,0.0
40,2019,https://en.wikipedia.org/wiki/Hyperinsulinemia,Can cinnamon help people with diabetes?,cinnamon diabetes,0.0
40,2019,https://en.wikipedia.org/wiki/Type_2_diabetes,Can cinnamon help people with diabetes?,cinnamon diabetes,0.0
40,2019,https://en.wikipedia.org/wiki/Tynanthus_guatemalensis,Can cinnamon help people with diabetes?,cinnamon diabetes,0.0
40,2019,https://en.wikipedia.org/wiki/Diabetes,Can cinnamon help people with diabetes?,cinnamon diabetes,0.0
40,2019,https://en.wikipedia.org/wiki/Type_1_diabetes,Can cinnamon help people with diabetes?,cinnamon diabetes,0.0
41,2019,https://en.wikipedia.org/wiki/Alcohol_withdrawal_syndrome,Can benzos (benzodiazepines) help with alcohol withdrawal?,benzos alcohol withdrawal,1.0
41,2019,https://en.wikipedia.org/wiki/Benzodiazepine,Can benzos (benzodiazepines) help with alcohol withdrawal?,benzos alcohol withdrawal,1.0
41,2019,https://en.wikipedia.org/wiki/Benzodiazepine_withdrawal_syndrome,Can benzos (benzodiazepines) help with alcohol withdrawal?,benzos alcohol withdrawal,1.0
41,2019,https://en.wikipedia.org/wiki/Kindling_(sedative%E2%80%93hypnotic_withdrawal),Can benzos (benzodiazepines) help with alcohol withdrawal?,benzos alcohol withdrawal,1.0
41,2019,https://en.wikipedia.org/wiki/Post-acute-withdrawal_syndrome,Can benzos (benzodiazepines) help with alcohol withdrawal?,benzos alcohol withdrawal,1.0
41,2019,https://en.wikipedia.org/wiki/Delirium_tremens,Can benzos (benzodiazepines) help with alcohol withdrawal?,benzos alcohol withdrawal,1.0
41,2019,https://en.wikipedia.org/wiki/Benzodiazepine_dependence,Can benzos (benzodiazepines) help with alcohol withdrawal?,benzos alcohol withdrawal,1.0
41,2019,https://en.wikipedia.org/wiki/Effects_of_long-term_benzodiazepine_use,Can benzos (benzodiazepines) help with alcohol withdrawal?,benzos alcohol withdrawal,1.0
41,2019,https://en.wikipedia.org/wiki/Diazepam,Can benzos (benzodiazepines) help with alcohol withdrawal?,benzos alcohol withdrawal,1.0
41,2019,https://en.wikipedia.org/wiki/List_of_benzodiazepines,Can benzos (benzodiazepines) help with alcohol withdrawal?,benzos alcohol withdrawal,1.0
42,2019,https://en.wikipedia.org/wiki/Dermatitis,Are probiotics an effective treatment for eczema?,probiotics eczema,0.0
42,2019,https://en.wikipedia.org/wiki/Atopic_dermatitis,Are probiotics an effective treatment for eczema?,probiotics eczema,0.0
42,2019,https://en.wikipedia.org/wiki/Lacticaseibacillus_rhamnosus,Are probiotics an effective treatment for eczema?,probiotics eczema,0.0
42,2019,https://en.wikipedia.org/wiki/Probiotic,Are probiotics an effective treatment for eczema?,probiotics eczema,0.0
42,2019,https://en.wikipedia.org/wiki/Talk%3AAtopic_dermatitis,Are probiotics an effective treatment for eczema?,probiotics eczema,0.0
42,2019,https://en.wikipedia.org/wiki/Probiotics_in_children,Are probiotics an effective treatment for eczema?,probiotics eczema,0.0
42,2019,https://en.wikipedia.org/wiki/Mycobacterium_vaccae,Are probiotics an effective treatment for eczema?,probiotics eczema,0.0
42,2019,https://en.wikipedia.org/wiki/Lactobacillus,Are probiotics an effective treatment for eczema?,probiotics eczema,0.0
42,2019,https://en.wikipedia.org/wiki/Milk_allergy,Are probiotics an effective treatment for eczema?,probiotics eczema,0.0
42,2019,https://en.wikipedia.org/wiki/Vaginitis,Are probiotics an effective treatment for eczema?,probiotics eczema,0.0
44,2019,https://en.wikipedia.org/wiki/Causes_of_seizures,Can vitamins help manage epilepsy?,vitamins epilepsy,0.0
44,2019,https://en.wikipedia.org/wiki/Pyridoxine-dependent_epilepsy,Can vitamins help manage epilepsy?,vitamins epilepsy,0.0
44,2019,https://en.wikipedia.org/wiki/Epilepsy,Can vitamins help manage epilepsy?,vitamins epilepsy,0.0
44,2019,https://en.wikipedia.org/wiki/Vitamin_D_and_neurology,Can vitamins help manage epilepsy?,vitamins epilepsy,0.0
44,2019,https://en.wikipedia.org/wiki/Pyridoxine,Can vitamins help manage epilepsy?,vitamins epilepsy,0.0
44,2019,https://en.wikipedia.org/wiki/Alcohol_withdrawal_syndrome,Can vitamins help manage epilepsy?,vitamins epilepsy,0.0
44,2019,https://en.wikipedia.org/wiki/Seizure_threshold,Can vitamins help manage epilepsy?,vitamins epilepsy,0.0
44,2019,https://en.wikipedia.org/wiki/Catamenial_epilepsy,Can vitamins help manage epilepsy?,vitamins epilepsy,0.0
44,2019,https://en.wikipedia.org/wiki/Vitamin_B6,Can vitamins help manage epilepsy?,vitamins epilepsy,0.0
44,2019,https://en.wikipedia.org/wiki/Hypervitaminosis,Can vitamins help manage epilepsy?,vitamins epilepsy,0.0
45,2019,https://en.wikipedia.org/wiki/Theophylline,Can caffeine help people with asthma?,caffeine asthma,1.0
45,2019,https://en.wikipedia.org/wiki/Caffeine_citrate,Can caffeine help people with asthma?,caffeine asthma,1.0
45,2019,https://en.wikipedia.org/wiki/Propyphenazone/paracetamol/caffeine,Can caffeine help people with asthma?,caffeine asthma,1.0
45,2019,https://en.wikipedia.org/wiki/Caffeine,Can caffeine help people with asthma?,caffeine asthma,1.0
45,2019,https://en.wikipedia.org/wiki/C8H10N4O2,Can caffeine help people with asthma?,caffeine asthma,1.0
45,2019,https://en.wikipedia.org/wiki/Analeptic,Can caffeine help people with asthma?,caffeine asthma,1.0
45,2019,https://en.wikipedia.org/wiki/Xanthine,Can caffeine help people with asthma?,caffeine asthma,1.0
45,2019,https://en.wikipedia.org/wiki/Asthma,Can caffeine help people with asthma?,caffeine asthma,1.0
45,2019,https://en.wikipedia.org/wiki/Fasciculation,Can caffeine help people with asthma?,caffeine asthma,1.0
45,2019,https://en.wikipedia.org/wiki/Bronchodilator,Can caffeine help people with asthma?,caffeine asthma,1.0
47,2019,https://en.wikipedia.org/wiki/Low_back_pain,Can insoles treat back pain?,insoles back pain,0.0
47,2019,https://en.wikipedia.org/wiki/Back_pain,Can insoles treat back pain?,insoles back pain,0.0
47,2019,https://en.wikipedia.org/wiki/Heel_lift,Can insoles treat back pain?,insoles back pain,0.0
47,2019,https://en.wikipedia.org/wiki/Pes_cavus,Can insoles treat back pain?,insoles back pain,0.0
47,2019,https://en.wikipedia.org/wiki/Orthotics,Can insoles treat back pain?,insoles back pain,0.0
47,2019,https://en.wikipedia.org/wiki/Rocker_bottom_shoe,Can insoles treat back pain?,insoles back pain,0.0
47,2019,https://en.wikipedia.org/wiki/Flat_feet,Can insoles treat back pain?,insoles back pain,0.0
47,2019,https://en.wikipedia.org/wiki/Hallux_rigidus,Can insoles treat back pain?,insoles back pain,0.0
47,2019,https://en.wikipedia.org/wiki/Magnet_therapy,Can insoles treat back pain?,insoles back pain,0.0
47,2019,https://en.wikipedia.org/wiki/Patellofemoral_pain_syndrome,Can insoles treat back pain?,insoles back pain,0.0
49,2019,https://en.wikipedia.org/wiki/Sulfasalazine,Is sulfasalazine an effective treatment for rheumatoid arthritis?,sulfasalazine rheumatoid arthritis,1.0
49,2019,https://en.wikipedia.org/wiki/Rheumatoid_arthritis,Is sulfasalazine an effective treatment for rheumatoid arthritis?,sulfasalazine rheumatoid arthritis,1.0
49,2019,https://en.wikipedia.org/wiki/Talk%3ASulfasalazine,Is sulfasalazine an effective treatment for rheumatoid arthritis?,sulfasalazine rheumatoid arthritis,1.0
49,2019,https://en.wikipedia.org/wiki/Disease-modifying_antirheumatic_drug,Is sulfasalazine an effective treatment for rheumatoid arthritis?,sulfasalazine rheumatoid arthritis,1.0
49,2019,https://en.wikipedia.org/wiki/Leflunomide,Is sulfasalazine an effective treatment for rheumatoid arthritis?,sulfasalazine rheumatoid arthritis,1.0
49,2019,https://min.wikipedia.org/wiki/Sulfasalazin,Is sulfasalazine an effective treatment for rheumatoid arthritis?,sulfasalazine rheumatoid arthritis,1.0
49,2019,https://en.wikipedia.org/wiki/Ankylosing_spondylitis,Is sulfasalazine an effective treatment for rheumatoid arthritis?,sulfasalazine rheumatoid arthritis,1.0
49,2019,https://jv.wikipedia.org/wiki/Sulfasalazin,Is sulfasalazine an effective treatment for rheumatoid arthritis?,sulfasalazine rheumatoid arthritis,1.0
49,2019,https://en.wikipedia.org/wiki/ERA-63,Is sulfasalazine an effective treatment for rheumatoid arthritis?,sulfasalazine rheumatoid arthritis,1.0
49,2019,https://en.wikipedia.org/wiki/Reactive_arthritis,Is sulfasalazine an effective treatment for rheumatoid arthritis?,sulfasalazine rheumatoid arthritis,1.0
50,2019,https://en.wikipedia.org/wiki/Bariatric_surgery,Is bariatric surgery effective for obesity?,surgery obesity,1.0
50,2019,https://en.wikipedia.org/wiki/Obesity_Surgery,Is bariatric surgery effective for obesity?,surgery obesity,1.0
50,2019,https://en.wikipedia.org/wiki/Surgery_for_Obesity_and_Related_Diseases,Is bariatric surgery effective for obesity?,surgery obesity,1.0
50,2019,https://en.wikipedia.org/wiki/Bariatrics,Is bariatric surgery effective for obesity?,surgery obesity,1.0
50,2019,https://en.wikipedia.org/wiki/Management_of_obesity,Is bariatric surgery effective for obesity?,surgery obesity,1.0
50,2019,https://en.wikipedia.org/wiki/Gastric_bypass_surgery,Is bariatric surgery effective for obesity?,surgery obesity,1.0
50,2019,https://en.wikipedia.org/wiki/Younan_Nowzaradan,Is bariatric surgery effective for obesity?,surgery obesity,1.0
50,2019,https://en.wikipedia.org/wiki/American_Society_for_Metabolic_%26_Bariatric_Surgery,Is bariatric surgery effective for obesity?,surgery obesity,1.0
50,2019,https://en.wikipedia.org/wiki/Vertical_banded_gastroplasty_surgery,Is bariatric surgery effective for obesity?,surgery obesity,1.0
50,2019,https://en.wikipedia.org/wiki/Adjustable_gastric_band,Is bariatric surgery effective for obesity?,surgery obesity,1.0
51,2019,https://en.wikipedia.org/wiki/Asthma,Can dehumidifiers be used to control asthma?,dehumidifiers asthma,0.0
51,2019,https://en.wikipedia.org/wiki/Kenosha_County_Healthy_Homes_Initiative,Can dehumidifiers be used to control asthma?,dehumidifiers asthma,0.0
51,2019,https://en.wikipedia.org/wiki/De%27Longhi,Can dehumidifiers be used to control asthma?,dehumidifiers asthma,0.0
51,2019,https://en.wikipedia.org/wiki/Allergic_rhinitis,Can dehumidifiers be used to control asthma?,dehumidifiers asthma,0.0
51,2019,https://en.wikipedia.org/wiki/Atopic_dermatitis,Can dehumidifiers be used to control asthma?,dehumidifiers asthma,0.0
51,2019,https://en.wikipedia.org/wiki/After_Hours_(The_Office),Can dehumidifiers be used to control asthma?,dehumidifiers asthma,0.0
51,2019,https://en.wikipedia.org/wiki/Dust_mite_allergy,Can dehumidifiers be used to control asthma?,dehumidifiers asthma,0.0
51,2019,https://en.wikipedia.org/wiki/Indoor_air_quality,Can dehumidifiers be used to control asthma?,dehumidifiers asthma,0.0
51,2019,https://en.wikipedia.org/wiki/Psyllium,Can dehumidifiers be used to control asthma?,dehumidifiers asthma,0.0
51,2019,https://en.wikipedia.org/wiki/Bag_valve_mask,Can dehumidifiers be used to control asthma?,dehumidifiers asthma,0.0
101,2021,https://en.wikipedia.org/wiki/Achilles_tendon_rupture,Will wearing an ankle brace help heal achilles tendonitis?,ankle brace achilles tendonitis,0.0
101,2021,https://en.wikipedia.org/wiki/Tendinopathy,Will wearing an ankle brace help heal achilles tendonitis?,ankle brace achilles tendonitis,0.0
101,2021,https://en.wikipedia.org/wiki/Clubfoot,Will wearing an ankle brace help heal achilles tendonitis?,ankle brace achilles tendonitis,0.0
101,2021,https://en.wikipedia.org/wiki/Toe_walking,Will wearing an ankle brace help heal achilles tendonitis?,ankle brace achilles tendonitis,0.0
101,2021,https://en.wikipedia.org/wiki/Peroneal_nerve_paralysis,Will wearing an ankle brace help heal achilles tendonitis?,ankle brace achilles tendonitis,0.0
101,2021,https://en.wikipedia.org/wiki/Talk%3ATaping,Will wearing an ankle brace help heal achilles tendonitis?,ankle brace achilles tendonitis,0.0
101,2021,https://en.wikipedia.org/wiki/Osgood%E2%80%93Schlatter_disease,Will wearing an ankle brace help heal achilles tendonitis?,ankle brace achilles tendonitis,0.0
101,2021,https://no.wikipedia.org/wiki/Tendinose,Will wearing an ankle brace help heal achilles tendonitis?,ankle brace achilles tendonitis,0.0
101,2021,https://en.wikipedia.org/wiki/Wikipedia:WikiProject_Medicine/Lists_of_pages/Articles,Will wearing an ankle brace help heal achilles tendonitis?,ankle brace achilles tendonitis,0.0
102,2021,https://id.wikipedia.org/wiki/s:Kamus_Melayu-Inggris,Is a tepid sponge bath a good way to reduce fever in children?,tepid sponge bath reduce fever children,0.0
102,2021,https://en.wikipedia.org/wiki/Wikipedia:Language_learning_centre/Word_list,Is a tepid sponge bath a good way to reduce fever in children?,tepid sponge bath reduce fever children,0.0
103,2021,https://en.wikipedia.org/wiki/Hyperhomocysteinemia,Can folic acid help improve cognition and treat dementia?,folic acid dementia,0.0
103,2021,https://en.wikipedia.org/wiki/Methylenetetrahydrofolate_reductase,Can folic acid help improve cognition and treat dementia?,folic acid dementia,0.0
103,2021,https://en.wikipedia.org/wiki/Folate,Can folic acid help improve cognition and treat dementia?,folic acid dementia,0.0
103,2021,https://en.wikipedia.org/wiki/Nutrition_and_cognition,Can folic acid help improve cognition and treat dementia?,folic acid dementia,0.0
103,2021,https://en.wikipedia.org/wiki/Souvenaid,Can folic acid help improve cognition and treat dementia?,folic acid dementia,0.0
103,2021,https://en.wikipedia.org/wiki/Vitamin_B12_deficiency,Can folic acid help improve cognition and treat dementia?,folic acid dementia,0.0
103,2021,https://en.wikipedia.org/wiki/B_vitamins,Can folic acid help improve cognition and treat dementia?,folic acid dementia,0.0
103,2021,https://en.wikipedia.org/wiki/Subacute_combined_degeneration_of_spinal_cord,Can folic acid help improve cognition and treat dementia?,folic acid dementia,0.0
103,2021,https://en.wikipedia.org/wiki/Dementia,Can folic acid help improve cognition and treat dementia?,folic acid dementia,0.0
103,2021,https://en.wikipedia.org/wiki/Nutritional_neuroscience,Can folic acid help improve cognition and treat dementia?,folic acid dementia,0.0
104,2021,https://en.wikipedia.org/wiki/Duct_tape_occlusion_therapy,Does duct tape work for wart removal?,duct tape warts,0.0
104,2021,https://en.wikipedia.org/wiki/Talk%3ADuct_tape_occlusion_therapy,Does duct tape work for wart removal?,duct tape warts,0.0
104,2021,https://en.wikipedia.org/wiki/Duct_tape,Does duct tape work for wart removal?,duct tape warts,0.0
104,2021,https://en.wikipedia.org/wiki/Wart,Does duct tape work for wart removal?,duct tape warts,0.0
104,2021,https://en.wikipedia.org/wiki/DTOT,Does duct tape work for wart removal?,duct tape warts,0.0
104,2021,https://en.wikipedia.org/wiki/Plantar_wart,Does duct tape work for wart removal?,duct tape warts,0.0
104,2021,https://fr.wikipedia.org/wiki/Duct_tape,Does duct tape work for wart removal?,duct tape warts,0.0
104,2021,https://en.wikipedia.org/wiki/Talk%3APlantar_wart,Does duct tape work for wart removal?,duct tape warts,0.0
104,2021,https://en.wikipedia.org/wiki/Talk%3AList_of_American_words_not_widely_used_in_the_United_Kingdom/Archive_1,Does duct tape work for wart removal?,duct tape warts,0.0
104,2021,https://en.wikipedia.org/wiki/Occlusion_training,Does duct tape work for wart removal?,duct tape warts,0.0
105,2021,https://en.wikipedia.org/wiki/Salt_and_ice_challenge,Should I apply ice to a burn?,put ice on a burn,0.0
105,2021,https://en.wikipedia.org/wiki/Aerosol_burn,Should I apply ice to a burn?,put ice on a burn,0.0
105,2021,https://en.wikipedia.org/wiki/Frostbite,Should I apply ice to a burn?,put ice on a burn,0.0
105,2021,https://en.wikipedia.org/wiki/Friction_burn,Should I apply ice to a burn?,put ice on a burn,0.0
105,2021,https://en.wikipedia.org/wiki/Hydrogen_internal_combustion_engine_vehicle,Should I apply ice to a burn?,put ice on a burn,0.0
105,2021,https://en.wikipedia.org/wiki/Temperature_play,Should I apply ice to a burn?,put ice on a burn,0.0
105,2021,https://en.wikipedia.org/wiki/Burn,Should I apply ice to a burn?,put ice on a burn,0.0
105,2021,https://en.wikipedia.org/wiki/Glossary_of_Mafia-related_words,Should I apply ice to a burn?,put ice on a burn,0.0
105,2021,https://en.wikipedia.org/wiki/Dry_ice,Should I apply ice to a burn?,put ice on a burn,0.0
105,2021,https://en.wikipedia.org/wiki/Dry_ice_bomb,Should I apply ice to a burn?,put ice on a burn,0.0
106,2021,https://en.wikipedia.org/wiki/Vitiligo,Can vitamin b12 and sun exposure together help treat vitiligo?,vitamin b12 sun exposure vitiligo,1.0
106,2021,https://en.wikipedia.org/wiki/Premature_greying_of_hair,Can vitamin b12 and sun exposure together help treat vitiligo?,vitamin b12 sun exposure vitiligo,1.0
106,2021,https://en.wikipedia.org/wiki/Human_hair_color,Can vitamin b12 and sun exposure together help treat vitiligo?,vitamin b12 sun exposure vitiligo,1.0
106,2021,https://en.wikipedia.org/wiki/Acne,Can vitamin b12 and sun exposure together help treat vitiligo?,vitamin b12 sun exposure vitiligo,1.0
106,2021,https://en.wikipedia.org/wiki/Aphthous_stomatitis,Can vitamin b12 and sun exposure together help treat vitiligo?,vitamin b12 sun exposure vitiligo,1.0
106,2021,https://en.wikipedia.org/wiki/Livedo_reticularis,Can vitamin b12 and sun exposure together help treat vitiligo?,vitamin b12 sun exposure vitiligo,1.0
106,2021,https://nl.wikipedia.org/wiki/Vitiligo,Can vitamin b12 and sun exposure together help treat vitiligo?,vitamin b12 sun exposure vitiligo,1.0
106,2021,https://sh.wikipedia.org/wiki/Vitiligo,Can vitamin b12 and sun exposure together help treat vitiligo?,vitamin b12 sun exposure vitiligo,1.0
106,2021,https://en.m.wikipedia.org/wiki/Wikipedia:WikiProject_Medicine/Dermatology_task_force/ILDS-ICD,Can vitamin b12 and sun exposure together help treat vitiligo?,vitamin b12 sun exposure vitiligo,1.0
106,2021,https://en.wikipedia.org/wiki/Biological_pigment,Can vitamin b12 and sun exposure together help treat vitiligo?,vitamin b12 sun exposure vitiligo,1.0
107,2021,https://en.wikipedia.org/wiki/Asthma,Does yoga improve the management of asthma?,yoga asthma,1.0
107,2021,https://en.wikipedia.org/wiki/Jayadeva_Yogendra,Does yoga improve the management of asthma?,yoga asthma,1.0
107,2021,https://en.wikipedia.org/wiki/Buteyko_method,Does yoga improve the management of asthma?,yoga asthma,1.0
107,2021,https://en.wikipedia.org/wiki/Asana,Does yoga improve the management of asthma?,yoga asthma,1.0
107,2021,https://en.wikipedia.org/wiki/Azodicarbonamide,Does yoga improve the management of asthma?,yoga asthma,1.0
107,2021,https://en.wikipedia.org/wiki/Pranayama,Does yoga improve the management of asthma?,yoga asthma,1.0
107,2021,https://en.wikipedia.org/wiki/N._V._Raghuram,Does yoga improve the management of asthma?,yoga asthma,1.0
107,2021,https://en.wikipedia.org/wiki/Talk%3AYoga%2FArchive_7,Does yoga improve the management of asthma?,yoga asthma,1.0
107,2021,https://en.wikipedia.org/wiki/H._R._Nagendra,Does yoga improve the management of asthma?,yoga asthma,1.0
107,2021,https://en.wikipedia.org/wiki/Joseph_Pilates,Does yoga improve the management of asthma?,yoga asthma,1.0
108,2021,https://en.wikipedia.org/wiki/Talk%3AOld_wives'_tale,Is starving a fever effective?,"starve a fever, feed a cold",0.0
108,2021,https://en.wikipedia.org/wiki/Sonnet_147,Is starving a fever effective?,"starve a fever, feed a cold",0.0
108,2021,https://en.wikipedia.org/wiki/Wikipedia:Reference_desk/Archives/Language/2008_June_4,Is starving a fever effective?,"starve a fever, feed a cold",0.0
108,2021,https://en.wikipedia.org/wiki/Protein_poisoning,Is starving a fever effective?,"starve a fever, feed a cold",0.0
108,2021,https://en.wikipedia.org/wiki/Starvation,Is starving a fever effective?,"starve a fever, feed a cold",0.0
108,2021,https://en.wikipedia.org/wiki/List_of_proverbial_phrases,Is starving a fever effective?,"starve a fever, feed a cold",0.0
108,2021,https://en.wikipedia.org/wiki/Donner_Party,Is starving a fever effective?,"starve a fever, feed a cold",0.0
108,2021,"https://en.wikipedia.org/wiki/Meet_Me_in_St._Louis,_Louis",Is starving a fever effective?,"starve a fever, feed a cold",0.0
108,2021,https://en.wikipedia.org/wiki/Pinworm_infection,Is starving a fever effective?,"starve a fever, feed a cold",0.0
108,2021,https://en.wikipedia.org/wiki/Slave_health_on_plantations_in_the_United_States,Is starving a fever effective?,"starve a fever, feed a cold",0.0
109,2021,https://en.wikipedia.org/wiki/Selenium_and_Vitamin_E_Cancer_Prevention_Trial,Does selenium help prevent cancer?,selenium cancer,0.0
